62.26957522,1465.328853,2128,1494,0.28441292,479600.3916,809.3853208,197.8240841,77.39998367,41.67823,41.689249,0.055800047,0.02609894,0.881141023,0.619457728,0.783265374,0.896955814,0.001687624,0.467745924,0.019876999,0,1015.947622,0.017740822,675.3775069,2128,0.341486582,24.703577,26288,2.873250152,14.48031549,1.751235721,3678.489159,1.242982362,77.39998367,15.79104448,0.1350032,197.8240841,23.73497663,0.619457728,0.664775912,19.24863393,1.655001234,335342.2203,554991.7883,SV
62.1276233,1467.982736,1782,1494,0.301162302,501255.7462,1071.628761,188.5686813,63.34179416,41.38082,41.391719,0.055586632,0.027107672,0.822098675,0.593416866,1.032966888,0.922662559,0.002137888,0.487664399,0.020638819,0,1004.964626,0.018181324,678.9963564,1782,0.321853161,18.745281,24859,2.969025303,14.39110518,1.830474693,3695.093367,1.019543173,63.34179416,14.78950315,0.128454291,188.5686813,21.89110419,0.593416866,0.675642046,17.7024046,1.619475932,344864.5244,558499.797,SV
63.58705613,1468.304586,1850,1494,0.317422803,455549.1103,1163.602382,187.5440717,61.61529387,42.241425,42.240431,0.050996899,0.028060984,0.867617606,0.660843981,1.359137555,0.899864559,0.002554285,0.550267885,0.023830148,0,967.1057427,0.018064064,689.4461428,1850,0.314731182,20.661207,23690,2.918319966,14.33121221,1.760742214,3523.910891,0.968991138,61.61529387,17.01314434,0.127728316,187.5440717,23.55027821,0.660843981,0.712896338,17.42305492,1.759495486,302420.8514,532108.1228,SV
65.72210807,1469.346975,1689,1494,0.305989108,498653.8076,1326.958837,183.7694088,60.11936656,30.1336,30.105672,0.049929148,0.026234293,0.762739929,0.572298418,1.634652885,0.894398328,0.002661082,0.525437329,0.023502174,0,982.814597,0.017081312,684.3681953,1689,0.28988738,16.997097,24737,3.044023123,14.37487997,1.908069298,3704.735012,0.914751038,60.11936656,15.27644595,0.125068763,183.7694088,21.81489801,0.572298418,0.696334993,16.97102537,1.652373722,334584.9323,552859.3498,SV
62.33919446,1463.535286,1743,1494,0.268049354,484431.5112,751.920316,203.8844723,71.66896225,30.395952,30.482688,0.072272656,0.032411616,0.992286881,0.687286952,0.767880676,0.87158912,0.001552171,0.448456306,0.019101968,0,1027.076895,0.022227133,670.765002,1743,0.36995046,29.320509,20706,2.913648218,14.12373627,1.829321974,3783.068144,1.149661346,71.66896225,13.72976906,0.139309571,203.8844723,21.20495804,0.687286952,0.653081581,16.64409289,1.6304676,342230.5193,557995.7737,SV
59.60062939,1476.54799,2106,1494,0.26665886,637258.9667,844.6621312,153.9451648,78.28950585,54.332515,54.332546,0.065702267,0.027433321,1.110753618,0.745037968,0.153495553,0.913195359,0.001325461,0.417597531,0.016856259,0,1055.774477,0.019201632,660.256994,2106,0.366818963,24.974926,22990,3.303262288,14.26355388,2.055323134,4144.6903,1.313568441,78.28950585,16.90586433,0.104260184,153.9451648,27.15813997,0.745037968,0.625376923,19.1035305,1.36742675,448703.3685,613568.989,SV
57.40545227,1488.944887,4374,1514,0.279949661,407124.6742,539.6023075,147.3085195,62.07916034,41.471431,41.477377,0.057638167,0.025057837,0.894525947,0.550755676,0.146086732,0.927664165,0.001325398,0.434751654,0.016761611,0,1052.79831,0.017408579,670.6974908,4374,0.327283187,21.722658,28144,2.755507391,14.58682613,1.688437348,3726.007995,1.081415752,62.07916034,15.51968069,0.098934837,147.3085195,21.97937795,0.550755676,0.637061709,18.80010874,1.78530396,293399.1701,523806.7001,SV
57.53151568,1490.841652,1792,1514,0.265474033,474037.5181,559.6435801,154.3067584,56.75478564,34.676865,33.750659,0.074107057,0.031341837,1.050490551,0.594272016,0.118249912,0.900101177,0.001180589,0.421549761,0.016267587,0,1062.533154,0.022083395,668.5192256,1792,0.399841968,28.176922,21560,2.87541744,14.18708673,1.807254981,3849.986456,0.986499051,56.75478564,14.17531055,0.103503117,154.3067584,18.96098242,0.594272016,0.629174933,18.10600117,1.631234646,341006.1556,556261.0555,SV
57.02233874,1492.309349,1792,1514,0.270191067,401397.0408,473.6580028,145.2638274,52.74310593,45.001645,40.733467,0.06440278,0.027448184,1.108545694,0.604372331,0.10212812,0.903709742,0.001180024,0.429194605,0.016399871,0,1058.941501,0.019254653,670.0122804,1792,0.370269055,24.468614,25780,2.712102405,14.46665427,1.645879414,3705.083825,0.924955151,52.74310593,17.2126993,0.097341632,145.2638274,22.0186635,0.604372331,0.63271888,19.23010751,1.778447945,291014.6456,517554.3984,SV
57.36538803,1492.347855,1864,1514,0.264338004,438660.9086,550.2371842,143.7923751,55.85219292,45.005566,35.974175,0.062892522,0.027239523,0.98830408,0.547097985,0.188782136,0.881245712,0.001254357,0.431658099,0.016592803,0,1057.894675,0.018965258,669.9304696,1864,0.337123292,23.634218,25513,2.782424646,14.44629124,1.690074404,3748.994277,0.97362181,55.85219292,15.71417474,0.096353122,143.7923751,20.0847121,0.547097985,0.633267645,17.77583434,1.696215713,315317.5818,534846.6369,SV
